Name,Geography,Year,Month,tot_evic,med_amount,mean_amount
48085031319,Census Tract,2022,11,2,,
48085031320,Census Tract,2020,1,3,,
48085031320,Census Tract,2020,2,2,,
48085031320,Census Tract,2020,6,1,,
48085031320,Census Tract,2020,7,3,,
48085031320,Census Tract,2020,8,1,,
48085031320,Census Tract,2020,9,2,,
48085031320,Census Tract,2021,1,3,,
48085031320,Census Tract,2021,3,1,,
48085031320,Census Tract,2021,4,1,,
48085031320,Census Tract,2021,5,1,,
48085031320,Census Tract,2021,6,1,,
48085031320,Census Tract,2021,7,1,,
48085031320,Census Tract,2021,8,2,,
48085031320,Census Tract,2021,9,1,,
48085031320,Census Tract,2021,10,2,,
48085031320,Census Tract,2021,11,3,,
48085031320,Census Tract,2021,12,1,,
48085031320,Census Tract,2022,1,2,,
48085031320,Census Tract,2022,3,2,,
48085031320,Census Tract,2022,4,1,,
48085031320,Census Tract,2022,5,1,,
48085031320,Census Tract,2022,6,1,,
48085031320,Census Tract,2022,10,2,,
48085031320,Census Tract,2022,11,1,,
48085031321,Census Tract,2020,6,1,,
48085031321,Census Tract,2020,7,1,,
48085031321,Census Tract,2020,9,1,,
48085031321,Census Tract,2020,10,1,,
48085031321,Census Tract,2020,11,1,,
48085031321,Census Tract,2021,2,1,,
48085031321,Census Tract,2021,8,1,,
48085031321,Census Tract,2022,3,1,,
48085031321,Census Tract,2022,5,2,,
48085031321,Census Tract,2022,8,2,,
48085031321,Census Tract,2022,10,2,,
48085031321,Census Tract,2022,11,1,,
48085031322,Census Tract,2020,1,5,,
48085031322,Census Tract,2020,2,2,,
48085031322,Census Tract,2020,4,1,,
48085031322,Census Tract,2020,7,1,,
48085031322,Census Tract,2020,10,2,,
48085031322,Census Tract,2020,11,7,,
48085031322,Census Tract,2021,3,1,,
48085031322,Census Tract,2021,4,2,,
48085031322,Census Tract,2021,5,1,,
48085031322,Census Tract,2021,6,1,,
48085031322,Census Tract,2021,7,1,,
48085031322,Census Tract,2021,8,3,,
48085031322,Census Tract,2021,9,3,,
48085031322,Census Tract,2021,10,4,,
48085031322,Census Tract,2021,11,3,,
48085031322,Census Tract,2021,12,4,,
48085031322,Census Tract,2022,1,2,,
48085031322,Census Tract,2022,2,2,,
48085031322,Census Tract,2022,3,2,,
48085031322,Census Tract,2022,4,4,,
48085031322,Census Tract,2022,5,2,,
48085031322,Census Tract,2022,6,2,,
48085031322,Census Tract,2022,8,1,,
48085031322,Census Tract,2022,10,1,,
48085031323,Census Tract,2020,8,2,,
48085031323,Census Tract,2021,1,1,,
48085031323,Census Tract,2021,3,1,,
48085031323,Census Tract,2021,8,1,,
48085031323,Census Tract,2022,3,1,,
48085031323,Census Tract,2022,5,1,,
48085031323,Census Tract,2022,6,1,,
48085031324,Census Tract,2020,1,1,,
48085031324,Census Tract,2021,2,1,,
48085031324,Census Tract,2022,3,1,,
48085031325,Census Tract,2020,2,1,,
48085031325,Census Tract,2020,8,1,,
48085031325,Census Tract,2021,2,1,,
48085031325,Census Tract,2021,5,1,,
48085031325,Census Tract,2021,10,2,,
48085031325,Census Tract,2022,1,1,,
48085031325,Census Tract,2022,2,1,,
48085031325,Census Tract,2022,3,1,,
48085031325,Census Tract,2022,8,1,,
48085031325,Census Tract,2022,10,1,,
48085031326,Census Tract,2020,1,1,,
48085031326,Census Tract,2021,1,1,,
48085031326,Census Tract,2021,8,1,,
48085031326,Census Tract,2022,1,1,,
48085031326,Census Tract,2022,2,1,,
48085031327,Census Tract,2020,7,1,,
48085031327,Census Tract,2021,7,1,,
48085031327,Census Tract,2021,8,2,,
48085031328,Census Tract,2020,3,1,,
48085031328,Census Tract,2020,10,1,,
48085031328,Census Tract,2022,1,1,,
48085031328,Census Tract,2022,2,1,,
48085031328,Census Tract,2022,8,1,,
48085031328,Census Tract,2022,10,1,,
48085031329,Census Tract,2020,3,1,,
48085031329,Census Tract,2021,1,1,,
48085031329,Census Tract,2021,4,1,,
48085031329,Census Tract,2022,10,1,,
48085031329,Census Tract,2022,11,1,,
48085031330,Census Tract,2020,1,1,,
48085031330,Census Tract,2020,3,1,,
48085031330,Census Tract,2020,6,1,,
48085031330,Census Tract,2020,11,1,,
48085031330,Census Tract,2020,12,1,,
48085031330,Census Tract,2021,1,3,,
48085031330,Census Tract,2021,2,1,,
48085031330,Census Tract,2021,3,2,,
48085031330,Census Tract,2021,5,2,,
48085031330,Census Tract,2021,6,1,,
48085031330,Census Tract,2021,8,3,,
48085031330,Census Tract,2021,9,1,,
48085031330,Census Tract,2021,10,6,,
48085031330,Census Tract,2021,11,1,,
48085031330,Census Tract,2022,1,1,,
48085031330,Census Tract,2022,3,2,,
48085031330,Census Tract,2022,5,1,,
48085031330,Census Tract,2022,6,5,,
48085031330,Census Tract,2022,8,2,,
48085031330,Census Tract,2022,10,1,,
48085031331,Census Tract,2020,1,7,,
48085031331,Census Tract,2020,2,1,,
48085031331,Census Tract,2020,3,1,,
48085031331,Census Tract,2020,7,1,,
48085031331,Census Tract,2020,8,4,,
48085031331,Census Tract,2020,9,1,,
48085031331,Census Tract,2020,11,2,,
48085031331,Census Tract,2020,12,1,,
48085031331,Census Tract,2021,2,1,,
48085031331,Census Tract,2021,3,2,,
48085031331,Census Tract,2021,4,1,,
48085031331,Census Tract,2021,5,1,,
48085031331,Census Tract,2021,7,2,,
48085031331,Census Tract,2021,8,2,,
48085031331,Census Tract,2021,9,1,,
48085031331,Census Tract,2021,10,3,,
48085031331,Census Tract,2021,11,4,,
48085031331,Census Tract,2022,2,5,,
48085031331,Census Tract,2022,3,1,,
48085031331,Census Tract,2022,4,3,,
48085031331,Census Tract,2022,5,7,,
48085031331,Census Tract,2022,6,5,,
48085031331,Census Tract,2022,8,4,,
48085031331,Census Tract,2022,10,5,,
48085031331,Census Tract,2022,11,2,,
48085031332,Census Tract,2020,9,1,,
48085031332,Census Tract,2021,1,1,,
48085031332,Census Tract,2021,3,3,,
48085031332,Census Tract,2021,9,2,,
48085031332,Census Tract,2021,10,1,,
48085031332,Census Tract,2022,1,2,,
48085031332,Census Tract,2022,5,1,,
48085031332,Census Tract,2022,6,1,,
48085031332,Census Tract,2022,8,1,,
48085031332,Census Tract,2022,10,1,,
48085031333,Census Tract,2020,1,1,,
48085031333,Census Tract,2020,2,1,,
48085031333,Census Tract,2020,10,1,,
48085031333,Census Tract,2021,1,1,,
48085031333,Census Tract,2021,7,1,,
48085031334,Census Tract,2022,2,1,,
48085031334,Census Tract,2022,6,1,,
48085031335,Census Tract,2020,9,1,,
48085031335,Census Tract,2022,6,1,,
48085031336,Census Tract,2020,1,4,,
48085031336,Census Tract,2020,2,1,,
48085031336,Census Tract,2020,8,1,,
48085031336,Census Tract,2020,9,1,,
48085031336,Census Tract,2020,10,3,,
48085031336,Census Tract,2020,12,1,,
48085031336,Census Tract,2021,1,1,,
48085031336,Census Tract,2021,9,2,,
48085031336,Census Tract,2021,10,1,,
48085031336,Census Tract,2021,11,1,,
48085031336,Census Tract,2022,1,3,,
48085031336,Census Tract,2022,2,3,,
48085031336,Census Tract,2022,5,2,,
48085031336,Census Tract,2022,6,7,,
48085031336,Census Tract,2022,8,2,,
48085031408,Census Tract,2020,12,1,,
48085031408,Census Tract,2022,3,1,,
48085031411,Census Tract,2020,1,2,,
48085031411,Census Tract,2020,2,1,,
48085031411,Census Tract,2020,7,2,,
48085031411,Census Tract,2020,9,1,,
48085031411,Census Tract,2020,11,1,,
48085031411,Census Tract,2020,12,1,,
48085031411,Census Tract,2021,4,1,,
48085031411,Census Tract,2021,6,1,,
48085031411,Census Tract,2021,11,1,,
48085031411,Census Tract,2022,3,1,,
48085031412,Census Tract,2020,1,11,,
48085031412,Census Tract,2020,2,1,,
48085031412,Census Tract,2020,3,1,,
48085031412,Census Tract,2020,6,3,,
48085031412,Census Tract,2020,7,1,,
48085031412,Census Tract,2020,8,5,,
48085031412,Census Tract,2020,9,1,,
48085031412,Census Tract,2020,10,2,,
48085031412,Census Tract,2020,11,2,,
48085031412,Census Tract,2020,12,2,,
48085031412,Census Tract,2021,2,1,,
48085031412,Census Tract,2021,3,6,,
48085031412,Census Tract,2021,4,1,,
48085031412,Census Tract,2021,5,2,,
48085031412,Census Tract,2021,6,1,,
48085031412,Census Tract,2021,8,3,,
48085031412,Census Tract,2021,9,7,,
48085031412,Census Tract,2021,10,9,,
48085031412,Census Tract,2021,11,3,,
48085031412,Census Tract,2021,12,3,,
48085031412,Census Tract,2022,1,2,,
48085031412,Census Tract,2022,2,13,,
48085031412,Census Tract,2022,3,9,,
48085031412,Census Tract,2022,4,5,,
48085031412,Census Tract,2022,5,3,,
48085031412,Census Tract,2022,6,3,,
48085031412,Census Tract,2022,8,3,,
48085031412,Census Tract,2022,10,1,,
48085031413,Census Tract,2020,1,1,,
48085031413,Census Tract,2020,3,1,,
48085031413,Census Tract,2020,5,1,,
48085031413,Census Tract,2020,6,1,,
48085031413,Census Tract,2020,11,1,,
48085031413,Census Tract,2021,1,2,,
48085031413,Census Tract,2021,3,3,,
48085031413,Census Tract,2021,6,1,,
48085031413,Census Tract,2021,8,2,,
48085031413,Census Tract,2021,10,2,,
48085031413,Census Tract,2021,11,1,,
48085031413,Census Tract,2022,1,1,,
48085031413,Census Tract,2022,6,1,,
48085031413,Census Tract,2022,8,1,,
48085031413,Census Tract,,,1,2070,2070
48085031414,Census Tract,2020,1,1,,
48085031414,Census Tract,2020,2,3,,
48085031414,Census Tract,2020,6,1,,
48085031414,Census Tract,2021,6,1,,
48085031414,Census Tract,2021,11,1,,
48085031414,Census Tract,2022,6,1,,
48085031415,Census Tract,2020,1,4,,
48085031415,Census Tract,2020,8,2,,
48085031415,Census Tract,2021,10,5,,
48085031415,Census Tract,2021,11,3,,
48085031415,Census Tract,2022,2,2,,
48085031415,Census Tract,2022,3,2,,
48085031415,Census Tract,2022,4,1,,
48085031415,Census Tract,2022,6,1,,
48085031415,Census Tract,2022,10,2,,
48085031416,Census Tract,2020,1,8,,
48085031416,Census Tract,2020,2,9,,
48085031416,Census Tract,2020,3,3,,
48085031416,Census Tract,2020,6,1,,
48085031416,Census Tract,2020,9,1,,
48085031416,Census Tract,2020,10,1,,
48085031416,Census Tract,2020,11,2,,
48085031416,Census Tract,2020,12,4,,
48085031416,Census Tract,2021,1,1,,
48085031416,Census Tract,2021,2,1,,
48085031416,Census Tract,2021,3,4,,
48085031416,Census Tract,2021,4,1,,
48085031416,Census Tract,2021,6,6,,
48085031416,Census Tract,2021,7,2,,
48085031416,Census Tract,2021,8,3,,
48085031416,Census Tract,2021,9,3,,
48085031416,Census Tract,2021,10,3,,
48085031416,Census Tract,2021,11,1,,
48085031416,Census Tract,2021,12,1,,
48085031416,Census Tract,2022,1,2,,
48085031416,Census Tract,2022,2,2,,
48085031416,Census Tract,2022,3,2,,
48085031416,Census Tract,2022,6,2,,
48085031416,Census Tract,2022,8,3,,
48085031417,Census Tract,2020,1,5,,
48085031417,Census Tract,2020,2,3,,
48085031417,Census Tract,2020,5,1,,
48085031417,Census Tract,2021,4,1,,
48085031417,Census Tract,2021,6,1,,
48085031417,Census Tract,2021,7,1,,
48085031417,Census Tract,2021,11,16,,
48085031417,Census Tract,2021,12,1,,
48085031417,Census Tract,2022,2,4,,
48085031417,Census Tract,2022,3,2,,
48085031417,Census Tract,2022,4,3,,
48085031417,Census Tract,2022,6,2,,
48085031418,Census Tract,2020,11,1,,
48085031418,Census Tract,2021,3,1,,
48085031418,Census Tract,2021,4,1,,
48085031418,Census Tract,2021,8,2,,
48085031418,Census Tract,2021,9,2,,
48085031418,Census Tract,2021,10,2,,
48085031418,Census Tract,2021,11,1,,
48085031418,Census Tract,2021,12,2,,
48085031418,Census Tract,2022,2,6,,
48085031418,Census Tract,2022,3,2,,
48085031418,Census Tract,2022,4,2,,
48085031418,Census Tract,2022,10,1,,
48085031418,Census Tract,2022,11,1,,
48085031419,Census Tract,2022,10,1,,
48085031420,Census Tract,2020,2,1,,
48085031420,Census Tract,2020,6,1,,
48085031420,Census Tract,2020,8,2,,
48085031420,Census Tract,2020,10,1,,
48085031420,Census Tract,2021,7,1,,
48085031421,Census Tract,2020,1,1,,
48085031421,Census Tract,2021,3,1,,
48085031421,Census Tract,2021,7,2,,
48085031421,Census Tract,2021,9,1,,
48085031421,Census Tract,2021,11,1,,
48085031421,Census Tract,2021,12,1,,
48085031421,Census Tract,2022,4,1,,
48085031421,Census Tract,2022,6,2,,
48085031422,Census Tract,2020,2,1,,
48085031422,Census Tract,2021,8,1,,
48085031422,Census Tract,2021,9,2,,
48085031422,Census Tract,2021,10,4,,
48085031422,Census Tract,2022,1,1,,
48085031422,Census Tract,2022,2,1,,
48085031422,Census Tract,2022,8,1,,
48085031423,Census Tract,2020,2,2,,
48085031423,Census Tract,2020,5,1,,
48085031423,Census Tract,2020,6,1,,
48085031423,Census Tract,2020,9,1,,
48085031423,Census Tract,2020,10,1,,
48085031423,Census Tract,2021,1,1,,
48085031423,Census Tract,2021,4,1,,
48085031423,Census Tract,2021,7,1,,
48085031423,Census Tract,2022,4,1,,
48085031424,Census Tract,2020,1,1,,
48085031424,Census Tract,2021,11,1,,
48085031424,Census Tract,2022,4,1,,
48085031424,Census Tract,2022,5,1,,
48085031425,Census Tract,2020,1,1,,
48085031425,Census Tract,2020,2,1,,
48085031425,Census Tract,2020,8,1,,
48085031425,Census Tract,2021,1,1,,
48085031425,Census Tract,2021,7,1,,
48085031425,Census Tract,2021,10,1,,
48085031425,Census Tract,2022,2,1,,
48085031425,Census Tract,2022,3,1,,
48085031504,Census Tract,2020,1,1,,
48085031504,Census Tract,2020,2,2,,
48085031504,Census Tract,2020,8,1,,
48085031504,Census Tract,2020,9,2,,
48085031504,Census Tract,2020,11,1,,
48085031504,Census Tract,2020,12,1,,
48085031504,Census Tract,2021,2,1,,
48085031504,Census Tract,2021,4,1,,
48085031504,Census Tract,2021,8,1,,
48085031504,Census Tract,2021,9,1,,
48085031504,Census Tract,2021,10,1,,
48085031504,Census Tract,2022,2,2,,
48085031504,Census Tract,2022,4,1,,
48085031504,Census Tract,2022,5,2,,
48085031504,Census Tract,2022,6,2,,
48085031504,Census Tract,2022,8,1,,
48085031507,Census Tract,2020,1,6,,
48085031507,Census Tract,2020,2,4,,
48085031507,Census Tract,2020,3,1,,
48085031507,Census Tract,2020,4,1,,
48085031507,Census Tract,2020,9,4,,
48085031507,Census Tract,2020,10,2,,
48085031507,Census Tract,2020,11,2,,
48085031507,Census Tract,2021,1,3,,
48085031507,Census Tract,2021,2,3,,
48085031507,Census Tract,2021,3,2,,
48085031507,Census Tract,2021,5,2,,
48085031507,Census Tract,2021,6,1,,
48085031507,Census Tract,2021,8,3,,
48085031507,Census Tract,2021,9,6,,
48085031507,Census Tract,2021,10,2,,
48085031507,Census Tract,2021,11,13,,
48085031507,Census Tract,2021,12,11,,
48085031507,Census Tract,2022,1,8,,
48085031507,Census Tract,2022,2,12,,
48085031507,Census Tract,2022,3,14,,
48085031507,Census Tract,2022,4,7,,
48085031507,Census Tract,2022,5,3,,
48085031507,Census Tract,2022,6,6,,
48085031507,Census Tract,2022,8,7,,
48085031507,Census Tract,2022,10,3,,
48085031507,Census Tract,2022,11,2,,
48085031508,Census Tract,2020,1,2,,
48085031508,Census Tract,2020,2,4,,
48085031508,Census Tract,2020,3,6,,
48085031508,Census Tract,2020,9,2,,
48085031508,Census Tract,2020,11,7,,
48085031508,Census Tract,2020,12,1,,
48085031508,Census Tract,2021,1,1,,
48085031508,Census Tract,2021,2,1,,
48085031508,Census Tract,2021,3,2,,
48085031508,Census Tract,2021,5,2,,
48085031508,Census Tract,2021,6,3,,
48085031508,Census Tract,2021,7,5,,
48085031508,Census Tract,2021,8,2,,
48085031508,Census Tract,2021,9,3,,
48085031508,Census Tract,2021,10,4,,
48085031508,Census Tract,2022,1,2,,
48085031508,Census Tract,2022,2,3,,
48085031508,Census Tract,2022,3,2,,
48085031508,Census Tract,2022,5,1,,
48085031508,Census Tract,2022,6,3,,
48085031508,Census Tract,2022,8,2,,
48085031508,Census Tract,2022,10,4,,
48085031508,Census Tract,2022,11,1,,
48085031509,Census Tract,2020,2,1,,
48085031509,Census Tract,2020,8,1,,
48085031509,Census Tract,2020,11,2,,
48085031509,Census Tract,2021,3,1,,
48085031509,Census Tract,2021,4,1,,
48085031509,Census Tract,2021,5,1,,
48085031509,Census Tract,2021,9,1,,
48085031509,Census Tract,2021,10,1,,
48085031509,Census Tract,2022,10,1,,
48085031510,Census Tract,2020,1,6,,
48085031510,Census Tract,2020,2,4,,
48085031510,Census Tract,2020,3,3,,
48085031510,Census Tract,2020,6,1,,
48085031510,Census Tract,2020,8,2,,
48085031510,Census Tract,2020,9,2,,
48085031510,Census Tract,2020,12,1,,
48085031510,Census Tract,2021,1,2,,
48085031510,Census Tract,2021,2,1,,
48085031510,Census Tract,2021,6,2,,
48085031510,Census Tract,2021,7,2,,
48085031510,Census Tract,2021,11,1,,
48085031510,Census Tract,2021,12,1,,
48085031510,Census Tract,2022,1,4,,
48085031510,Census Tract,2022,2,6,,
48085031510,Census Tract,2022,3,2,,
48085031510,Census Tract,2022,5,5,,
48085031510,Census Tract,2022,6,3,,
48085031510,Census Tract,2022,8,6,,
48085031510,Census Tract,2022,10,2,,
48085031511,Census Tract,2020,1,3,,
48085031511,Census Tract,2020,2,7,,
48085031511,Census Tract,2020,3,1,,
48085031511,Census Tract,2020,5,2,,
48085031511,Census Tract,2020,6,1,,
48085031511,Census Tract,2020,7,2,,
48085031511,Census Tract,2020,8,1,,
48085031511,Census Tract,2020,9,3,,
48085031511,Census Tract,2020,11,2,,
48085031511,Census Tract,2021,1,1,,
48085031511,Census Tract,2021,2,1,,
48085031511,Census Tract,2021,3,1,,
48085031511,Census Tract,2021,4,1,,
48085031511,Census Tract,2021,5,1,,
48085031511,Census Tract,2021,6,1,,
48085031511,Census Tract,2021,7,1,,
48085031511,Census Tract,2021,8,2,,
48085031511,Census Tract,2021,10,3,,
48085031511,Census Tract,2021,12,1,,
48085031511,Census Tract,2022,1,3,,
48085031511,Census Tract,2022,2,2,,
48085031511,Census Tract,2022,4,2,,
48085031511,Census Tract,2022,6,1,,
48085031511,Census Tract,2022,8,3,,
48085031511,Census Tract,2022,10,2,,
48085031512,Census Tract,2020,1,2,,
48085031512,Census Tract,2020,2,3,,
48085031512,Census Tract,2020,3,2,,
48085031512,Census Tract,2020,5,1,,
48085031512,Census Tract,2020,6,1,,
48085031512,Census Tract,2020,11,1,,
48085031512,Census Tract,2021,1,5,,
48085031512,Census Tract,2021,3,1,,
48085031512,Census Tract,2021,5,2,,
48085031512,Census Tract,2021,7,4,,
48085031512,Census Tract,2021,8,1,,
48085031512,Census Tract,2021,9,3,,
48085031512,Census Tract,2021,10,5,,
48085031512,Census Tract,2021,11,2,,
48085031512,Census Tract,2022,1,4,,
48085031512,Census Tract,2022,2,2,,
48085031512,Census Tract,2022,3,6,,
48085031512,Census Tract,2022,4,2,,
48085031512,Census Tract,2022,5,3,,
48085031512,Census Tract,2022,6,1,,
48085031512,Census Tract,2022,8,2,,
48085031512,Census Tract,2022,10,2,,
48085031512,Census Tract,2022,11,1,,
48085031611,Census Tract,2020,1,1,,
48085031611,Census Tract,2020,5,4,,
48085031611,Census Tract,2020,6,2,,
48085031611,Census Tract,2020,7,2,,
48085031611,Census Tract,2021,1,1,,
48085031611,Census Tract,2021,2,2,,
48085031611,Census Tract,2021,4,1,,
48085031611,Census Tract,2021,6,1,,
48085031611,Census Tract,2021,7,2,,
48085031611,Census Tract,2021,9,1,,
48085031611,Census Tract,2021,12,1,,
48085031611,Census Tract,2022,1,1,,
48085031611,Census Tract,2022,2,2,,
48085031611,Census Tract,2022,3,1,,
48085031611,Census Tract,2022,6,3,,
48085031613,Census Tract,2020,1,1,,
48085031613,Census Tract,2020,6,1,,
48085031613,Census Tract,2020,8,1,,
48085031613,Census Tract,2021,1,1,,
48085031613,Census Tract,2021,2,1,,
48085031613,Census Tract,2021,3,1,,
48085031613,Census Tract,2021,4,1,,
48085031613,Census Tract,2021,5,1,,
48085031613,Census Tract,2021,9,1,,
48085031613,Census Tract,2021,10,1,,
48085031613,Census Tract,2022,1,2,,
48085031613,Census Tract,2022,2,2,,
48085031613,Census Tract,2022,3,1,,
48085031613,Census Tract,2022,4,1,,
48085031613,Census Tract,2022,5,1,,
48085031613,Census Tract,2022,11,1,,
48085031621,Census Tract,2020,1,2,,
48085031621,Census Tract,2020,2,2,,
48085031621,Census Tract,2020,3,3,,
48085031621,Census Tract,2020,5,1,,
48085031621,Census Tract,2020,6,4,,
48085031621,Census Tract,2020,9,1,,
48085031621,Census Tract,2020,10,2,,
48085031621,Census Tract,2020,11,1,,
48085031621,Census Tract,2020,12,3,,
48085031621,Census Tract,2021,1,3,,
48085031621,Census Tract,2021,2,1,,
48085031621,Census Tract,2021,3,1,,
48085031621,Census Tract,2021,4,4,,
48085031621,Census Tract,2021,5,1,,
48085031621,Census Tract,2021,6,1,,
48085031621,Census Tract,2021,8,1,,
48085031621,Census Tract,2021,9,3,,
48085031621,Census Tract,2021,10,1,,
48085031621,Census Tract,2021,11,4,,
48085031621,Census Tract,2022,1,3,,
48085031621,Census Tract,2022,2,1,,
48085031621,Census Tract,2022,3,3,,
48085031621,Census Tract,2022,4,1,,
48085031621,Census Tract,2022,5,5,,
48085031621,Census Tract,2022,6,3,,
48085031621,Census Tract,2022,8,5,,
48085031621,Census Tract,2022,10,1,,
48085031622,Census Tract,2020,1,4,,
48085031622,Census Tract,2020,2,1,,
48085031622,Census Tract,2020,6,1,,
48085031622,Census Tract,2020,8,1,,
48085031622,Census Tract,2020,9,1,,
48085031622,Census Tract,2021,2,2,,
48085031622,Census Tract,2021,3,2,,
48085031622,Census Tract,2021,4,1,,
48085031622,Census Tract,2021,5,1,,
48085031622,Census Tract,2021,8,1,,
48085031622,Census Tract,2021,11,1,,
48085031622,Census Tract,2021,12,2,,
48085031622,Census Tract,2022,1,1,,
48085031622,Census Tract,2022,2,4,,
48085031622,Census Tract,2022,3,5,,
48085031622,Census Tract,2022,4,2,,
48085031622,Census Tract,2022,6,6,,
48085031622,Census Tract,2022,8,8,,
48085031622,Census Tract,2022,11,1,,
48085031623,Census Tract,2020,1,4,,
48085031623,Census Tract,2020,2,5,,
48085031623,Census Tract,2020,3,1,,
48085031623,Census Tract,2020,5,1,,
48085031623,Census Tract,2020,9,4,,
48085031623,Census Tract,2020,11,3,,
48085031623,Census Tract,2020,12,1,,
48085031623,Census Tract,2021,1,4,,
48085031623,Census Tract,2021,3,1,,
48085031623,Census Tract,2021,5,2,,
48085031623,Census Tract,2021,6,2,,
48085031623,Census Tract,2021,9,8,,
48085031623,Census Tract,2021,10,1,,
48085031623,Census Tract,2021,11,2,,
48085031623,Census Tract,2021,12,2,,
48085031623,Census Tract,2022,1,6,,
48085031623,Census Tract,2022,2,6,,
48085031623,Census Tract,2022,4,4,,
48085031623,Census Tract,2022,8,1,,
48085031623,Census Tract,2022,10,2,,
48085031624,Census Tract,2020,1,12,,
48085031624,Census Tract,2020,2,7,,
48085031624,Census Tract,2020,3,10,,
48085031624,Census Tract,2020,5,1,,
48085031624,Census Tract,2020,10,3,,
48085031624,Census Tract,2020,11,3,,
48085031624,Census Tract,2021,1,1,,
48085031624,Census Tract,2021,3,1,,
48085031624,Census Tract,2021,4,1,,
48085031624,Census Tract,2021,6,4,,
48085031624,Census Tract,2021,7,3,,
48085031624,Census Tract,2021,9,15,,
48085031624,Census Tract,2021,10,8,,
48085031624,Census Tract,2021,11,12,,
48085031624,Census Tract,2021,12,9,,
48085031624,Census Tract,2022,1,21,,
48085031624,Census Tract,2022,2,8,,
48085031624,Census Tract,2022,3,2,,
48085031624,Census Tract,2022,4,3,,
48085031624,Census Tract,2022,6,3,,
48085031624,Census Tract,2022,8,9,,
48085031625,Census Tract,2020,6,1,,
48085031625,Census Tract,2020,7,1,,
48085031625,Census Tract,2020,9,1,,
48085031625,Census Tract,2021,2,1,,
48085031625,Census Tract,2021,4,1,,
48085031625,Census Tract,2021,9,1,,
48085031625,Census Tract,2021,10,2,,
48085031625,Census Tract,2021,11,2,,
48085031625,Census Tract,2022,3,1,,
48085031625,Census Tract,,,1,1850,1850
48085031626,Census Tract,2020,1,1,,
48085031626,Census Tract,2022,4,1,,
48085031626,Census Tract,2022,6,1,,
48085031626,Census Tract,2022,8,1,,
48085031627,Census Tract,2020,1,1,,
48085031627,Census Tract,2020,6,1,,
48085031627,Census Tract,2020,10,3,,
48085031627,Census Tract,2021,2,2,,
48085031627,Census Tract,2021,7,3,,
48085031627,Census Tract,2021,8,1,,
48085031627,Census Tract,2021,10,1,,
48085031627,Census Tract,2022,4,4,,
48085031627,Census Tract,2022,5,3,,
48085031627,Census Tract,2022,6,1,,
48085031627,Census Tract,2022,8,2,,
48085031627,Census Tract,2022,10,1,,
48085031627,Census Tract,2022,11,1,,
48085031628,Census Tract,2020,1,3,,
48085031628,Census Tract,2020,2,2,,
48085031628,Census Tract,2020,12,1,,
48085031628,Census Tract,2021,1,1,,
48085031628,Census Tract,2021,2,1,,
48085031628,Census Tract,2021,7,1,,
48085031628,Census Tract,2021,8,1,,
48085031628,Census Tract,2021,9,1,,
48085031628,Census Tract,2021,12,1,,
48085031628,Census Tract,2022,2,1,,
48085031628,Census Tract,2022,8,1,,
48085031629,Census Tract,2020,1,1,,
48085031629,Census Tract,2020,2,1,,
48085031629,Census Tract,2020,3,2,,
48085031629,Census Tract,2020,5,1,,
48085031629,Census Tract,2020,9,4,,
48085031629,Census Tract,2020,12,1,,
48085031629,Census Tract,2021,4,2,,
48085031629,Census Tract,2021,6,3,,
48085031629,Census Tract,2021,7,2,,
48085031629,Census Tract,2021,8,1,,
48085031629,Census Tract,2022,1,2,,
48085031629,Census Tract,2022,2,3,,
48085031629,Census Tract,2022,3,1,,
48085031629,Census Tract,2022,4,1,,
48085031629,Census Tract,2022,5,1,,
48085031629,Census Tract,2022,6,3,,
48085031629,Census Tract,2022,8,1,,
48085031630,Census Tract,2020,3,1,,
48085031630,Census Tract,2020,5,1,,
48085031630,Census Tract,2020,8,1,,
48085031630,Census Tract,2021,2,1,,
48085031630,Census Tract,2021,8,1,,
48085031630,Census Tract,2021,12,1,,
48085031630,Census Tract,2022,6,2,,
48085031631,Census Tract,2020,1,6,,
48085031631,Census Tract,2020,2,6,,
48085031631,Census Tract,2020,5,1,,
48085031631,Census Tract,2020,7,7,,
48085031631,Census Tract,2020,8,8,,
48085031631,Census Tract,2020,9,4,,
48085031631,Census Tract,2020,10,4,,
48085031631,Census Tract,2020,12,3,,
48085031631,Census Tract,2021,1,5,,
48085031631,Census Tract,2021,2,2,,
48085031631,Census Tract,2021,3,3,,
48085031631,Census Tract,2021,4,4,,
48085031631,Census Tract,2021,5,1,,
48085031631,Census Tract,2021,6,5,,
48085031631,Census Tract,2021,7,3,,
48085031631,Census Tract,2021,8,8,,
48085031631,Census Tract,2021,10,1,,
48085031631,Census Tract,2021,11,9,,
48085031631,Census Tract,2021,12,3,,
48085031631,Census Tract,2022,1,7,,
48085031631,Census Tract,2022,2,4,,
48085031631,Census Tract,2022,3,1,,
48085031631,Census Tract,2022,4,2,,
48085031631,Census Tract,2022,5,1,,
48085031631,Census Tract,2022,6,3,,
48085031631,Census Tract,2022,8,10,,
48085031631,Census Tract,2022,10,2,,
48085031632,Census Tract,2020,1,19,,
48085031632,Census Tract,2020,2,24,,
48085031632,Census Tract,2020,3,19,,
48085031632,Census Tract,2020,6,2,,
48085031632,Census Tract,2020,7,1,,
48085031632,Census Tract,2020,8,12,,
48085031632,Census Tract,2020,9,2,,
48085031632,Census Tract,2020,10,4,,
48085031632,Census Tract,2020,11,20,,
